Dzielnica   Nazwa szkoły                                                                   Symbol oddziału     Nazwa krótka oddziału                                              Najmniejsza liczba punktów kandydatów zakwalifikowanych
Praga-Południe   XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego                           1D       1D [O] geogr-ang-wos (ang-hisz*,niem*)                                 151.40
Praga-Południe   XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego                           1E       1E [O] ang-pol-wos (ang-hisz*,niem*)                                   147.85
Praga-Południe   XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                           1A       1A [O] hist-ang-wos (ang-niem*)                                        126.85
Praga-Południe   XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                           1B/1     1B/1 [O] biz-ang-mat (ang-niem*)                                       125.85
Praga-Południe   XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                           1B/2     1B/2 [O] geogr-ang-mat (ang-niem*)                                     128.70
Praga-Południe   XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                           1C       1C [O] biol-geogr-ang (ang-niem*)                                      120.30
Praga-Południe   XXIII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                           1D       1D [O] biol-chem-ang (ang-niem*)                                       129.55
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1a       1a [D] geogr-mat (ang-niem,fra,hisz*)                                  184.73
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1b       1b [O] geogr-ang-mat (ang-niem,fra,hisz*)                              169.00
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1c       1c [O] fiz-ang-mat (ang-niem,fra,hisz*)                                168.10
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1d       1d [O] biol-chem-ang (ang-niem,fra,hisz*)                              170.70
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1e       1e [O] chem-ang-mat (ang-niem,fra,hisz*)                               164.30
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1m1      1m1 [M] (ang-hisz)                                                     185.01
Praga-Południe   XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa   1m2      1m2 [M] (ang-hisz)                                                     177.18
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1a       1a [O] hist-pol-wos (ang-por,niem*)                                    130.45
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1c       1c [O] biol-chem-mat (ang-por,niem*)                                   140.50
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1d-i     1d-i [I-i] hist-pol-wos (ang-por,niem*)                                n.d.
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1d-o     1d-o [I-o] hist-pol-wos (ang-por,niem*)                                124.45
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1e       1e [O] biol-geogr-ang (ang-por,niem*)                                  138.20
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1i-i     1i-i [I-i] h.szt.-ang-pol (ang-por,niem*)                              n.d.
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1i-o     1i-o [I-o] h.szt.-ang-pol (ang-por,niem*)                              131.55
Praga-Północ     L Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Ruy Barbosy         1k       1k [O] fiz-inf-mat (ang-por,niem*)                                     135.85
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1C       1C [O] hist-ang-wos (ang-niem*,ros)                                    110.10
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1D       1D [I-o] hist-ang-pol (ang-hisz*,niem*)                                111.15
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1Di      1Di [I-i] hist-ang-pol (ang-hisz*,niem*)                               n.d.
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1L       1L [O] geogr-ang-pol (ang-hisz*,niem*)                                 128.40
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1M       1M [O] biol-chem-ang (ang-hisz*,niem*)                                 125.50
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1P       1P [O] hist-ang-wos (ang-hisz*,niem*)                                  109.40
Praga-Północ     LXXVI Liceum Ogólnokształcące im. Marszałka Józefa Piłsudskiego               1W       1W [O] geogr-ang-mat (ang-hisz*,niem*)                                 124.70
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1a       1a [O] Technik programista (ang-niem*)                                 110.25
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1b       1b [O] Technik budowy dróg (ang-niem*)                                 37.55
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1d       1d [O] Technik grafiki i poligrafii cyfrowej (ang-niem*)               82.80
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1g       1g [O] Technik geodeta (ang-niem*)                                     100.20
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1i       1i [O] Technik informatyk (ang-niem*)                                  92.15
Praga-Północ     Technikum Geologiczno-Geodezyjno-Drogowe im. prof. dr Stanisława Kluźniaka    1t       1t [O] Technik urządzeń i systemów energetyki odnawialnej (ang-ros*)   42.10
Praga-Północ     Technikum Mechaniczne nr 5 im. Stefana Starzyńskiego                          1TA      1TA [O] Technik automatyk (ang-niem)                                   45.55
Praga-Północ     Technikum Mechaniczne nr 5 im. Stefana Starzyńskiego                          1TE      1TE [O] Technik energetyk (ang-niem)                                   26.60
Praga-Północ     Technikum Mechaniczne nr 5 im. Stefana Starzyńskiego                          1TI      1TI [O] Technik informatyk (ang-niem)                                  77.00
Praga-Północ     Technikum nr 20                                                               1CD      1CD [O] Technik handlowiec (ang-niem,ros,hisz)                         42.45
Praga-Północ     Technikum nr 20                                                               1EF      1EF [O] Technik organizacji turystyki (ang-niem,hisz,ros)              72.05
Praga-Północ     Technikum nr 20                                                               1GH      1GH [O] Technik hotelarstwa (ang-niem,hisz,ros)                        26.45
Praga-Północ     Technikum nr 6                                                                1at      1at [O] Technik pojazdów samochodowych (ang-niem)                      87.95
Praga-Północ     Technikum nr 6                                                                1bt      1bt [O] Technik pojazdów samochodowych (ang-ros)                       47.40
Praga-Północ     Technikum nr 6                                                                1ct      1ct [O] Technik elektryk (ang-niem,ros)                                84.90
Praga-Północ     VIII Liceum Ogólnokształcące im. Władysława IV                                1A       1A [O] hist-mat-wos (ang-fra*,hisz*,niem*,ros)                         173.70
Praga-Północ     VIII Liceum Ogólnokształcące im. Władysława IV                                1B       1B [O] biol-chem-mat (ang-fra*,hisz*,niem*,ros)                        178.15
Praga-Północ     VIII Liceum Ogólnokształcące im. Władysława IV                                1C       1C [O] fiz-inf-mat (ang-fra*,hisz*,niem*,ros)                          171.15
Praga-Północ     VIII Liceum Ogólnokształcące im. Władysława IV                                1D       1D [O] chem-fiz-mat (ang-fra*,hisz*,niem*,ros)                         169.90
Praga-Północ     VIII Liceum Ogólnokształcące im. Władysława IV                                1E       1E [O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros)                        172.60
Praga-Północ     XX Liceum Ogólnokształcące im. Bolesława Chrobrego                            1A       1A [O] ang-pol (ang-fra)                                               108.00
Praga-Północ     XX Liceum Ogólnokształcące im. Bolesława Chrobrego                            1B       1B [O] geogr-mat (ang-hisz)                                            96.15
Rembertów        LI Liceum Ogólnokształcące im. Tadeusza Kościuszki                            1b/1     1b/1 [O] biol-chem-ang (ang-hisz)                                      121.25
Rembertów        LI Liceum Ogólnokształcące im. Tadeusza Kościuszki                            1b/2     1b/2 [O] biol-chem-ang (ang-niem)                                      105.95
Rembertów        LI Liceum Ogólnokształcące im. Tadeusza Kościuszki                            1c       1c [O] geogr-ang-mat (ang-niem)                                        83.30
Rembertów        LI Liceum Ogólnokształcące im. Tadeusza Kościuszki                            1l       1l [O] ang-hiszp-pol (ang-hisz)                                        113.40
Śródmieście      Branżowa Szkoła Gastronomiczna I stopnia                                      1a       1a [O] Kucharz (ang)                                                   53.60
Śródmieście      Branżowa Szkoła Gastronomiczna I stopnia                                      1c       1c [O] Cukiernik (ang)                                                 55.50
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1a       1a [O] biol-ang-mat (ang,hisz-niem)                                    167.95
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1b       1b [O] geogr-hiszp-mat (hisz-ang)                                      164.25
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1c       1c [O] fiz-inf-mat (ang-hisz,niem)                                     165.25
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1d       1d [O] fiz-ang-mat (ang-hisz,niem)                                     165.75
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1e       1e [O] biol-chem-mat (ang-hisz,niem)                                   170.55
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1f       1f [O] chem-ang-mat (ang-hisz,niem)                                    167.85
Śródmieście      CLVII Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie                    1g       1g [O] biz-geogr-mat (ang-hisz,niem)                                   166.90
Śródmieście      II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego    1bch     1bch [O] biol-chem-mat (ang-fra*,hisz,niem*,ros,wlo)                   177.05
Śródmieście      II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego    1mf      1mf [D] fiz-mat (ang-fra*,hisz,niem*,ros,wlo)                          189.30
Śródmieście      II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego    1mg      1mg [D] geogr-mat (ang-fra*,hisz,niem*,ros,wlo)                        186.70
Śródmieście      II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego    1ph      1ph [D] hist-pol (ang-fra*,hisz,niem*,ros,wlo)                         172.97
Śródmieście      II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Batorego    1preIB   1preIB [M] (ang-fra,niem)                                              195.86
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1a       1a [O] biol-chem-mat (ang-hisz,fra)                                    179.45
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1b       1b [O] biol-chem-mat (ang-fra,niem)                                    177.75
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1c       1c [O] fiz-inf-mat (ang-hisz*,niem*)                                   175.95
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1d       1d [O] chem-fiz-mat (ang-hisz*,niem*)                                  177.00
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1e       1e [O] geogr-hist-mat (ang-hisz*,niem*)                                171.40
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1f       1f [O] geogr-mat-wos (ang-hisz*,niem*)                                 176.00
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1g       1g [O] biol-chem-mat (ang-hisz)                                        177.90
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1h       1h [O] biol-chem-mat (ang-niem)                                        177.10
Śródmieście      IX Liceum Ogólnokształcące im. Klementyny Hoffmanowej                         1u       1u [O] fiz-ang-mat (ang-hisz,niem*)                                    179.25
Śródmieście      LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego              1BL      1BL [O] biol-ang-mat (ang-niem)                                        119.25
Śródmieście      LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego              1CL      1CL [O] geogr-mat-wos (ang-hisz)                                       132.35
Śródmieście      LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego              1DL      1DL [O] geogr-ang-wos (ang-hisz)                                       139.30
Śródmieście      LVIII Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego              1EL      1EL [O] ang-pol-wło (ang-wlo)                                          137.20
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Apł            1Apł [MS] biol-ang-pol (ang-niem)                                      380.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Apnż           1Apnż [MS] biol-ang-pol (ang-niem)                                     70.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Bkm            1Bkm [MS] biol-chem-ang (ang-niem)                                     509.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Bsż            1Bsż [MS] biol-chem-ang (ang-niem)                                     51.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Csm            1Csm [MS] biol-chem-ang (ang-niem)                                     63.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Csż            1Csż [MS] biol-chem-ang (ang-niem)                                     57.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1DEpn           1DEpn [S] hist-ang-pol (ang-niem)                                      54.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Fla            1Fla [S] biol-ang-pol (ang-niem)                                       361.00
Śródmieście   LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa   1Fsr            1Fsr [S] biol-ang-pol (ang-niem)                                       301.00
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Ah             1Ah [O] biol-chem-mat (ang-hisz*)                                      175.85
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1An             1An [O] biol-chem-mat (ang-niem*)                                      171.30
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Bh             1Bh [O] fiz-mat (ang-hisz*)                                            174.55
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Bn             1Bn [O] fiz-mat (ang-niem*)                                            169.05
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Ch             1Ch [O] geogr-mat-wos (ang-hisz*)                                      173.80
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Cn             1Cn [O] geogr-mat-wos (ang-niem*)                                      165.35
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Dh             1Dh [O] hist-mat (ang-hisz*)                                           171.85
Śródmieście   LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego                                1Dn             1Dn [O] hist-mat (ang-niem*)                                           163.65
Śródmieście   LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego                                       1A              1A [O] hist-obcy-pol (hisz*,fra*,niem*-ang)                            148.50
Śródmieście   LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego                                       1B              1B [O] biol-chem (ang-fra*,hisz*,niem*)                                162.75
Śródmieście   LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego                                       1C              1C [O] ang-pol (ang-fra*,hisz*,niem*)                                  158.00
Śródmieście   LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego                                       1D              1D [O] geogr-obcy-wos (hisz*,fra*,niem*-ang)                           148.60
Śródmieście   LXXV Liceum Ogólnokształcące im. Jana III Sobieskiego                                       1E              1E [O] hist-pol (ang-fra*,hisz*,niem*)                                 132.40
Śródmieście   LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry                                         1A              1A [O] hist-pol-wos (ang-ros,hisz,wlo,niem*,fra)                       157.30
Śródmieście   LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry                                         1B              1B [O] geogr-ang-mat (ang-ros,hisz,wlo,fra,niem*)                      167.90
Śródmieście   LXXXI Liceum Ogólnokształcące im. Aleksandra Fredry                                         1C              1C [O] biol-chem-mat (ang-ros,hisz,wlo,fra,niem*)                      168.35
Śródmieście   LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego                                1A              1A [O] fiz-ang-mat (ang-niem*)                                         158.25
Śródmieście   LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego                                1B              1B [O] geogr-ang-mat (ang-hisz*)                                       158.35
Śródmieście   LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego                                1C              1C [O] ang-hiszp-pol (ang-hisz*)                                       156.30
Śródmieście   LXXXIII Liceum Ogólnokształcące im. Emiliana Konopczyńskiego                                1D              1D [O] biol-chem-mat (ang-niem*)                                       157.65
Śródmieście   Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego                            1a              1a [O] Technik inżynierii sanitarnej (ang-niem*)                       124.70
Śródmieście   Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego                            1b              1b [O] Technik budownictwa (ang-niem*)                                 148.70
Śródmieście   Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego                            1c              1c [O] Technik budownictwa (ang-niem*)                                 146.55
Śródmieście   Technikum Architektoniczno-Budowlane im. Stanisława Noakowskiego                            1g              1g [O] Technik budownictwa (ang-niem*)                                 142.65
Śródmieście   Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego                  1AT             1AT [O] Technik budownictwa (ang-niem)                                 80.00
Śródmieście   Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego                  1BT             1BT [O] Technik budownictwa (ang-niem)                                 94.85
Śródmieście   Technikum Budownictwa i Architektury nr 1 im. prof. Zdzisława Mączeńskiego                  1GT             1GT [O] Technik budownictwa (ang-wlo)                                  115.50
Śródmieście   Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika                                           1EA             1EA [O] Technik ekonomista (ang-niem)                                  123.90
Śródmieście   Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika                                           1EB             1EB [O] Technik ekonomista (ang*-hisz)                                 125.70
Śródmieście   Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika                                           1FA             1FA [O] Technik rachunkowości (ang-ros)                                86.55
Śródmieście   Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika                                           1LA             1LA [O] Technik logistyk (ang-niem)                                    121.50
Śródmieście   Technikum Ekonomiczne nr 1 im. Mikołaja Kopernika                                           1LB             1LB [O] Technik logistyk (ang-ros)                                     82.75
Śródmieście   Technikum Gastronomiczno-Hotelarskie nr 1                                                   1ab             1ab [O] Technik żywienia i usług gastronomicznych (ang-hisz*)          103.60
Śródmieście   Technikum Gastronomiczno-Hotelarskie nr 1                                                   1cd             1cd [O] Technik żywienia i usług gastronomicznych (ang-niem*)          81.05
Śródmieście   Technikum Gastronomiczno-Hotelarskie nr 1                                                   1h              1h [O] Technik hotelarstwa (ang-niem*)                                 94.65
Śródmieście   Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego                        1Anagł          1Anagł [O] Technik realizacji nagłośnień (ang-hisz)                    151.25
Śródmieście   Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego                        1Anagr          1Anagr [O] Technik realizacji nagrań (ang-hisz)                        157.30
Śródmieście   Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego                        1Binf           1Binf [O] Technik informatyk (ang-niem)                                158.30
Śródmieście   Technikum Kinematograficzno-Komputerowe im. Krzysztofa Kieślowskiego                        1Bprog          1Bprog [O] Technik programista (ang-niem)                              163.10
Śródmieście   Technikum Poligraficzne                                                                     1tc1_ang        1tc1_ang [O] Technik grafiki i poligrafii cyfrowej (ang-niem)          90.90
Śródmieście   Technikum Poligraficzne                                                                     1tc1i_ang       1tc1i_ang [I-o] Technik grafiki i poligrafii cyfrowej (ang-niem)       75.05
Śródmieście   Technikum Poligraficzne                                                                     1tc1i_ang_orz   1tc1i_ang_orz [I-i] Technik grafiki i poligrafii cyfrowej (ang-niem)   n.d.
Śródmieście   Technikum Poligraficzne                                                                     1tc2_geo        1tc2_geo [O] Technik grafiki i poligrafii cyfrowej (ang-wlo)           72.35
Śródmieście   Technikum Poligraficzne                                                                     1tc2i_geo       1tc2i_geo [I-o] Technik grafiki i poligrafii cyfrowej (ang-wlo)        53.30
Śródmieście   Technikum Poligraficzne                                                                     1tc2i_geo_orz   1tc2i_geo_orz [I-i] Technik grafiki i poligrafii cyfrowej (ang-wlo)    n.d.
Śródmieście   Technikum Poligraficzne                                                                     1tr_ang         1tr_ang [O] Technik reklamy (ang-niem)                                 92.95
Śródmieście   V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego                                 1C              1C [O] chem-fiz-mat (ang-fra,niem)                                     171.55
Śródmieście   V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego                                 1D              1D [O] biol-chem-mat (ang-fra,niem)                                    177.05
Śródmieście   V Liceum Ogólnokształcące im. Księcia Józefa Poniatowskiego                                 1E              1E [O] geogr-mat (ang-fra,niem)                                        175.05
Śródmieście   XI Liceum Ogólnokształcące im. Mikołaja Reja                                                1A              1A [O] fiz-ang-mat (ang-hisz,niem)                                     170.70
Śródmieście   XI Liceum Ogólnokształcące im. Mikołaja Reja                                                1B              1B [O] hist-ang-pol (ang-fra,łac)                                      163.80
Śródmieście   XI Liceum Ogólnokształcące im. Mikołaja Reja                                                1C              1C [O] hist-mat-wos (ang-niem,fra)                                     162.70
Śródmieście   XI Liceum Ogólnokształcące im. Mikołaja Reja                                                1D              1D [O] biol-chem-mat (ang-niem,hisz)                                   172.35
Śródmieście   XI Liceum Ogólnokształcące im. Mikołaja Reja                                                1E              1E [O] geogr-ang-mat (ang-niem)                                        169.45
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              0W              0W [DW] franc (fra-ang)                                                168.98
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              1A              1A [O] hist-pol (ang-fra)                                              159.00
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              1B              1B [O] geogr-mat (ang-fra)                                             160.60
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              1C              1C [O] biz-ang-wos (ang-fra)                                           158.40
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              1L              1L [D] hist-pol (fra-ang)                                              157.40
Śródmieście   XV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Narcyzy Żmichowskiej              1S              1S [D] biol-chem (fra-ang)                                             155.30
Śródmieście   XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego   0W              0W [DW] (niem-ang)                                                     172.65
Śródmieście   XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego   1a              1a [O] geogr-ang-mat (ang-niem*)                                       168.40
Śródmieście   XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego   1b              1b [O] biol-chem-mat (ang-niem*)                                       170.80
Śródmieście   XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego   1c              1c [O] hist-ang-pol (ang-niem*)                                        157.15
Śródmieście   XVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Andrzeja Frycza Modrzewskiego   1d              1d [D] geogr-ang-mat (niem-ang)                                        185.70
Śródmieście   XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego                                          1A              1A [O] fiz-inf-mat (ang-niem,fra,hisz*)                                172.10
Śródmieście   XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego                                    1B                  1B [O] fiz-ang-mat (ang-niem,fra,hisz*)                          175.80
Śródmieście   XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego                                    1C,D                1C,D [O] biol-chem-mat (ang-niem,fra,hisz)                       173.85
Śródmieście   XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego                                    1E                  1E [O] hist-pol-wos (ang-niem*,fra)                              165.95
Śródmieście   XVIII Liceum Ogólnokształcące im. Jana Zamoyskiego                                    1G                  1G [O] geogr-ang-mat (ang-niem*,fra)                             172.75
Śródmieście   XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego                                  1H                  1H [O] hist-pol (ang-fra,hisz*,niem*)                            180.00
Śródmieście   XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego                                  1M                  1M [O] fiz-inf-mat (ang-fra,hisz*,niem*)                         179.50
Śródmieście   XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego                                  1P                  1P [O] biol-chem-mat (ang-fra,hisz*,niem*)                       181.00
Śródmieście   XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego                                  1S                  1S [O] geogr-mat (ang-fra,hisz*,niem*)                           177.10
Śródmieście   XXXII Liceum Ogólnokształcące im. Stefana Grota-Roweckiego                            1A                  1A [O] hist-ang (ang-wlo)                                        120.65
Śródmieście   XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego                             1A                  1A [O] hist-pol-wos (ang-niem,wlo)                               160.95
Śródmieście   XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego                             1B                  1B [O] ang-pol-wło (ang-wlo)                                     167.05
Śródmieście   XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego                             1C                  1C [O] fiz-inf-mat (ang-niem,wlo)                                166.85
Śródmieście   XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego                             1D                  1D [O] biol-chem-mat (ang-niem,wlo)                              170.95
Śródmieście   XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego                             1E                  1E [O] geogr-mat (ang-niem,wlo)                                  170.60
Targówek      Branżowa Szkoła I stopnia nr 41                                                       1A+1B               1A+1B [O] wielozawodowa (ang)                                    15.15
Targówek      Branżowa Szkoła I stopnia nr 41                                                       1F                  1F [O] Fryzjer (ang)                                             33.90
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Ai                 1Ai [I-i] biol-ang-pol (ang-niem)                                n.d.
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Ao                 1Ao [I-o] biol-ang-pol (ang-niem)                                113.30
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Bi                 1Bi [I-i] hist-ang-pol (ang-hisz)                                n.d.
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Bo                 1Bo [I-o] hist-ang-pol (ang-hisz)                                106.75
